項次,事業單位名稱,違反法令條款,違反法規內容,處分書文號,處分日期,備註
1,中華航空股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030003323號,103/01/20
1,中華航空股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030027321號,103/02/18
2,中環股份有限公司,勞基法30條1項,正常工作時間超過法令規定,103年府勞檢字1030032791號,103/02/19
3,台聯汽車客運股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030005682號,103/01/09,本府自辦專案檢查(國道客運專案)
4,弘達流通股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030008978號,103/01/21
5,全聯實業股份有限公司桃園三民分公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030023080號,103/01/27,本府自辦專案檢查(賣場專案)
6,伯樂人資企管顧問有限公司,勞基法9條1項,違反規定訂定定期契約,103年府勞檢字1030040259號,103/02/26
6,伯樂人資企管顧問有限公司,勞基法32條1項,延長工作時間不符法定要件,103年府勞檢字10300402591號,103/02/26
6,伯樂人資企管顧問有限公司,勞基法49條1項,使女工從事夜間工作不符法定要件,103年府勞檢字10300402592號,103/02/26
7,技嘉科技股份有限公司,勞基法32條2項,延長工作時間超過法令規定,102年府勞檢字1020324005號,103/01/02
8,良福保全股份有限公司,勞基法36條,每七日中未有一日之休息做為例假,103年府勞檢字1030019202號,103/01/24
9,迅得機械股份有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,103年府勞檢字1030000804號,103/01/03,本府自辦專案檢查(臨時專案)
9,迅得機械股份有限公司,勞基法39條,每七日中未有一日之休息做為例假,103年府勞檢字10300008041號,103/01/03
10,亞士美實業有限公司,勞基法24條,延長工作時間未依規定加給工資,103年府勞檢字1030042564號,103/02/26
10,亞士美實業有限公司,勞基法38條,未依規定給予特別休假,103年府勞檢字10300425641號,103/02/26
10,亞士美實業有限公司,勞基法39條,假日工資未給或於休假日工作未依規定加給工資,103年府勞檢字10300425642號,103/02/26
11,昇元窯業股份有限公司,勞基法36條,每七日中未有一日之休息做為例假,103年府勞檢字1030019248號,103/01/23
12,欣興電子股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030017872號,103/01/21
13,信東生技股份有限公司,勞基法24條,延長工作時間未依規定加給工資,102年府勞檢字1020323193號,103/01/02
13,信東生技股份有限公司,勞基法32條2項,延長工作時間超過法令規定,102年府勞檢字10203231931號,103/01/02
14,桃園大飯店股份有限公司,勞基法24條,延長工作時間未依規定加給工資,103年府勞檢字1030026644號,103/02/07
15,盛隆屠宰場,勞基法30條5項,未依規定置備勞工出勤紀錄表,103年府勞檢字1030037861號,103/02/25,本府自辦臨時專案檢查(食安聯合稽查)
16,翊麗嘉環境工程有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,103年府勞檢字1030015416號,103/01/20
17,通閔股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030010784號,103/01/27
18,惠明事業有限公司,勞基法39條,每七日中未有一日之休息做為例假,103年府勞檢字1030016180號,103/01/29
19,惠康百貨股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字1030033509號,103/02/13
20,景山交通股份有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,103年府勞檢字1030004498號,103/01/08
20,景山交通股份有限公司,勞基法32條2項,延長工作時間超過法令規定,103年府勞檢字10300044981號,103/01/08
20,景山交通股份有限公司,勞基法38條,未依規定給予特別休假,103年府勞檢字10300044982號,103/01/08
21,睿均科技股份有限公司,勞基法36條,每七日中未有一日之休息做為例假,103年府勞檢字10300007881號,103/01/03
22,鴻程科技股份有限公司,勞基法22條2項,工資未直接全額給付勞工,103年府勞檢字1030015619號,103/01/20,本府自辦專案檢查(大量解僱預警專案)
23,櫳騏物業管理顧問有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,103年府勞檢字1030019999號,103/01/24
24,登凱工程有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,102年府勞檢字102012891號,102/05/21
25,晟楠科技股份有限公司,勞基法22條2項,工資未直接全額給付勞工,102年府勞檢字1020119563號,102/05/16
26,聯德電子股份有限公司,勞基法22條2項,工資未直接全額給付勞工,102年府勞檢字1020110317號,102/05/06
27,清晰科技股份有限公司,勞基法24條,延長工作時間未依規定加給工資,102年府勞檢字10201176082號,102/05/15
28,誼光保全股份有限公司,勞基法30條5項,未依規定置備勞工出勤紀錄表,102年府勞檢字1020116597號,102/05/15,本府自辦專案檢查(保全業專案)
29,金車物流股份有限公司,勞基法32條2項,延長工作時間超過法令規定,102年府勞檢字1020183066號,102/07/25
30,宏達國際電子股份有限公司,勞基法24條,延長工作時間未依規定加給工資,102年府勞檢字1020128980號,102/06/11
31,長庚醫療財團法人林口長庚紀念醫院,勞基法32條2項,延長工作時間超過法令規定,102年府勞檢字1020279242號,102/11/12
32,凌巨科技股份有限公司,勞基法24條,延長工作時間未依規定加給工資,102年府勞檢字1020306959號,102/12/15
33,節能科技有限公司,勞基法59條,未依規定給予勞工職業災害補償,102年府勞檢字1020318065號,102/12/30
